transaction_id,date,time,day_of_week,fraud_type,fraud_lure,amount_inr,upi_app,transaction_type,sender_upi_id,receiver_upi_id,linked_bank,victim_state,victim_age_group,victim_gender,victim_occupation,device_type,first_time_upi_user,pin_otp_shared,report_delay,reported_to_cybercrime_portal,recovery_status,is_fraud
TXN102348758451,10-06-2023,19:43:26,Saturday,Phishing,Job Offer/Part-time Work,45450,Google Pay,P2P,pay9034@oksbi,user5326@okicici,Canara Bank,Odisha,36-45,Female,Self-employed/Business,Feature Phone,Yes,Yes,1-6 hours,No,Under Investigation,1
TXN789801005776,11-08-2024,12:27:08,Sunday,Social Engineering,Prize/Lottery Win,5850,PhonePe,P2M,user3845@okicici,mb9791@ybl,HDFC Bank,Maharashtra,26-35,Male,Salaried Employee,Android,Yes,Yes,1-6 hours,Yes,Partially Recovered,1
TXN718302871473,19-12-2024,14:48:17,Thursday,Fake UPI App,Investment Scheme,15750,Google Pay,P2M,user2731@axl,txn1575@oksbi,SBI,Karnataka,46-55,Female,Self-employed/Business,Android,No,No,1-3 days,No,Not Recovered,1
TXN115483541178,07-02-2024,22:37:32,Wednesday,SIM Swap,Prize/Lottery Win,41600,Google Pay,Collect Request,mb2846@ibl,pay9399@axl,HDFC Bank,Delhi,36-45,Male,Homemaker,Android,No,No,6-24 hours,Yes,Partially Recovered,1
TXN858951971786,24-04-2023,09:08:25,Monday,Phishing,Prize/Lottery Win,2700,Google Pay,Collect Request,acct5458@okhdfcbank,mb4524@okicici,SBI,Kerala,56-65,Male,Student,Android,Yes,Yes,6-24 hours,Yes,Not Recovered,1
TXN735368693334,03-01-2024,12:49:15,Wednesday,Fake UPI App,Prize/Lottery Win,5500,BHIM,Collect Request,acct4353@okicici,pay7114@okhdfcbank,HDFC Bank,Tamil Nadu,46-55,Male,Salaried Employee,Feature Phone,Yes,No,1-3 days,Yes,Not Recovered,1
TXN820242215273,20-08-2024,20:50:09,Tuesday,Phishing,KYC Update Required,1900,PhonePe,Collect Request,pay1918@okicici,user1520@ibl,SBI,Andhra Pradesh,26-35,Male,Self-employed/Business,Android,Yes,Yes,6-24 hours,Yes,Not Recovered,1
TXN609448988671,29-11-2023,12:51:26,Wednesday,OTP Sharing,Electricity Bill Disconnection,1250,PhonePe,P2M,user4104@okaxis,acct3812@okicici,SBI,Telangana,66+,Female,Salaried Employee,Android,Yes,Yes,1-6 hours,No,Partially Recovered,1
TXN987113287172,05-07-2023,08:34:52,Wednesday,Vishing,Delivery Agent Scam,1550,PhonePe,P2P,user8765@okaxis,acct5207@ybl,HDFC Bank,Rajasthan,18-25,Male,Homemaker,iOS,Yes,Yes,1-6 hours,Yes,Not Recovered,1
TXN593162287554,07-12-2023,12:09:52,Thursday,Vishing,Prize/Lottery Win,2550,PhonePe,P2P,acct3953@axl,mb1370@oksbi,Axis Bank,Telangana,18-25,Female,Salaried Employee,iOS,Yes,Yes,1-3 days,No,Fully Recovered,1
TXN216418390111,19-02-2025,09:41:40,Wednesday,Vishing,KYC Update Required,750,Google Pay,P2M,mb2809@ibl,mb2489@okicici,Other,Rajasthan,18-25,Male,Daily Wage Worker,Android,Yes,Yes,1-3 days,No,Not Recovered,1
TXN658447262629,14-06-2024,14:25:48,Friday,OTP Sharing,Digital Arrest Threat,23150,PhonePe,Collect Request,pay8181@apl,user2794@okaxis,Bank of Baroda,Delhi,26-35,Male,Self-employed/Business,Android,Yes,Yes,> 7 days,No,Fully Recovered,1
TXN659501161334,15-08-2024,11:54:36,Thursday,Phishing,Investment Scheme,2200,Google Pay,Collect Request,acct5430@paytm,user9260@okicici,Other,Karnataka,36-45,Female,Farmer,Android,No,Yes,6-24 hours,No,Partially Recovered,1
TXN701373476925,30-07-2023,10:33:26,Sunday,Vishing,Job Offer/Part-time Work,2600,PhonePe,P2M,mb7175@oksbi,txn7607@paytm,Other,Gujarat,18-25,Male,Salaried Employee,Android,Yes,Yes,1-3 days,Yes,Not Recovered,1
TXN841233926773,02-12-2023,15:39:00,Saturday,Phishing,Impersonation of Known Person,9650,Google Pay,P2P,mb8533@okaxis,acct1145@apl,Yes Bank,Odisha,18-25,Male,Homemaker,Android,Yes,No,6-24 hours,Yes,Partially Recovered,1
TXN192108447877,10-03-2024,11:53:05,Sunday,Remote Access Scam,Electricity Bill Disconnection,42950,PhonePe,P2P,user9575@okhdfcbank,txn2514@apl,Yes Bank,Rajasthan,66+,Male,Salaried Employee,Android,No,No,1-6 hours,No,Not Recovered,1
TXN755442974200,21-01-2025,12:16:21,Tuesday,QR Code Swap,KYC Update Required,23200,PhonePe,Collect Request,txn5642@ybl,acct8076@paytm,HDFC Bank,Maharashtra,66+,Male,Salaried Employee,Android,No,No,1-6 hours,Yes,Not Recovered,1
TXN533322183611,30-08-2023,17:06:03,Wednesday,Fake Collect Request,Job Offer/Part-time Work,4650,Google Pay,P2P,pay1551@apl,txn9205@okhdfcbank,Other,Gujarat,46-55,Female,Self-employed/Business,Android,Yes,No,6-24 hours,No,Partially Recovered,1
TXN226911782710,21-08-2024,10:20:57,Wednesday,Phishing,Digital Arrest Threat,3450,BHIM,P2P,acct2137@okicici,txn6668@okaxis,SBI,Andhra Pradesh,26-35,Male,Salaried Employee,Android,Yes,Yes,< 1 hour,No,Partially Recovered,1
TXN909892526794,19-01-2024,17:57:25,Friday,Phishing,KYC Update Required,1450,PhonePe,P2P,acct2124@ibl,user3049@okaxis,HDFC Bank,Tamil Nadu,26-35,Male,Salaried Employee,Android,Yes,No,< 1 hour,No,Fully Recovered,1
TXN429140579969,30-01-2025,21:34:45,Thursday,Vishing,Digital Arrest Threat,8500,Google Pay,P2M,acct1412@okhdfcbank,mb2443@ibl,HDFC Bank,Rajasthan,26-35,Female,Salaried Employee,Android,No,Yes,1-3 days,No,Not Recovered,1
TXN606059032046,29-11-2023,00:31:46,Wednesday,SIM Swap,Digital Arrest Threat,6700,PhonePe,P2P,pay7459@paytm,user9345@axl,SBI,Kerala,26-35,Female,Student,Feature Phone,No,No,1-6 hours,Yes,Not Recovered,1
TXN826195302077,02-06-2024,17:24:59,Sunday,Vishing,Investment Scheme,16550,PhonePe,Collect Request,pay1984@oksbi,txn1246@okaxis,IndusInd Bank,Kerala,56-65,Male,Student,Android,Yes,Yes,6-24 hours,No,Partially Recovered,1
TXN969027698600,27-05-2024,22:06:51,Monday,QR Code Swap,Prize/Lottery Win,8950,PhonePe,P2P,acct5141@ibl,pay6847@ybl,SBI,Odisha,66+,Male,Retired,iOS,Yes,No,1-3 days,No,Not Recovered,1
TXN965808538727,09-11-2024,19:01:25,Saturday,OTP Sharing,Delivery Agent Scam,3150,Google Pay,P2M,txn9199@apl,pay2061@apl,Axis Bank,Andhra Pradesh,18-25,Male,Salaried Employee,Android,Yes,Yes,1-6 hours,Yes,Partially Recovered,1
TXN228974894062,11-09-2024,10:51:26,Wednesday,Fake Collect Request,KYC Update Required,312400,PhonePe,P2P,acct1834@ybl,mb9648@axl,SBI,Maharashtra,46-55,Male,Self-employed/Business,iOS,No,No,1-6 hours,Yes,Partially Recovered,1
TXN116915120538,05-04-2023,19:15:31,Wednesday,Phishing,Loan Offer,20500,PhonePe,P2P,pay5879@paytm,user4943@okhdfcbank,SBI,Punjab,26-35,Female,Retired,Android,Yes,Yes,6-24 hours,Yes,Fully Recovered,1
TXN736078309319,07-03-2025,14:06:37,Friday,Fake UPI App,Impersonation of Known Person,19100,Google Pay,P2P,txn8645@apl,txn6974@okaxis,Kotak Mahindra Bank,Rajasthan,46-55,Male,Homemaker,Feature Phone,Yes,No,6-24 hours,Yes,Partially Recovered,1
TXN568605772458,03-01-2025,08:13:28,Friday,Vishing,Delivery Agent Scam,2700,Google Pay,P2M,user9388@okhdfcbank,mb8700@okicici,Axis Bank,Gujarat,18-25,Female,Salaried Employee,Android,Yes,No,6-24 hours,No,Partially Recovered,1
TXN897462625621,11-08-2023,21:43:38,Friday,Fake UPI App,Prize/Lottery Win,8150,PhonePe,P2P,mb7002@ibl,acct9200@okaxis,ICICI Bank,Maharashtra,36-45,Male,Retired,Android,Yes,No,1-3 days,No,Not Recovered,1
TXN123502747412,16-04-2023,09:16:42,Sunday,Fake UPI App,Job Offer/Part-time Work,800,BHIM,P2P,acct8249@ibl,user8158@okhdfcbank,Kotak Mahindra Bank,Telangana,26-35,Male,Student,Android,Yes,No,1-6 hours,Yes,Not Recovered,1
TXN944058491000,08-12-2023,15:58:59,Friday,Vishing,Refund Processing,24400,PhonePe,P2P,txn3564@ybl,pay2843@apl,SBI,Bihar,18-25,Male,Self-employed/Business,Android,No,No,< 1 hour,Yes,Not Recovered,1
TXN988043117605,14-11-2023,15:18:34,Tuesday,Fake UPI App,KYC Update Required,6800,PhonePe,Collect Request,mb7359@ybl,acct5015@oksbi,SBI,Karnataka,26-35,Male,Salaried Employee,iOS,No,No,< 1 hour,Yes,Fully Recovered,1
TXN706650308949,12-02-2025,20:39:55,Wednesday,Vishing,Job Offer/Part-time Work,2350,Paytm,P2P,txn6258@okhdfcbank,pay9945@okhdfcbank,HDFC Bank,Karnataka,26-35,Female,Self-employed/Business,Feature Phone,No,Yes,1-3 days,Yes,Not Recovered,1
TXN935092531755,03-07-2024,21:21:51,Wednesday,Phishing,Investment Scheme,3500,PhonePe,P2P,txn5590@axl,acct8676@okicici,Punjab National Bank,Madhya Pradesh,36-45,Male,Retired,iOS,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN424022213367,08-05-2023,12:28:06,Monday,Phishing,Digital Arrest Threat,1500,Google Pay,P2M,user5943@apl,txn8520@okicici,Kotak Mahindra Bank,Rajasthan,26-35,Female,Homemaker,Android,Yes,Yes,1-6 hours,Yes,Not Recovered,1
TXN177075745352,27-04-2024,06:36:11,Saturday,Vishing,Delivery Agent Scam,16450,PhonePe,P2M,pay6542@oksbi,mb7568@paytm,Other,Andhra Pradesh,26-35,Male,Self-employed/Business,Android,No,Yes,< 1 hour,No,Not Recovered,1
TXN361037034587,01-06-2024,17:22:38,Saturday,Phishing,KYC Update Required,39150,PhonePe,P2M,txn1098@ibl,user9598@okicici,HDFC Bank,Gujarat,46-55,Female,Student,Feature Phone,No,No,1-6 hours,Yes,Not Recovered,1
TXN744575697115,29-07-2024,09:26:47,Monday,Phishing,Electricity Bill Disconnection,44550,PhonePe,P2P,user4952@apl,txn3411@okicici,HDFC Bank,Punjab,26-35,Male,Homemaker,Android,Yes,Yes,6-24 hours,No,Fully Recovered,1
TXN282205115795,01-08-2024,09:25:47,Thursday,Fake UPI App,KYC Update Required,2850,Google Pay,P2M,user5825@okicici,mb9899@ibl,SBI,Telangana,46-55,Male,Self-employed/Business,Android,Yes,No,1-3 days,Yes,Not Recovered,1
TXN203138976024,26-07-2023,11:53:35,Wednesday,QR Code Swap,Job Offer/Part-time Work,5250,BHIM,P2P,txn4020@axl,txn9117@okhdfcbank,Canara Bank,Uttar Pradesh,56-65,Female,Daily Wage Worker,Android,No,No,1-3 days,No,Under Investigation,1
TXN408880391400,02-06-2023,13:01:55,Friday,Phishing,Delivery Agent Scam,2100,Paytm,P2P,acct4667@okhdfcbank,acct3619@ybl,IndusInd Bank,Bihar,46-55,Male,Daily Wage Worker,Android,No,Yes,1-6 hours,Yes,Not Recovered,1
TXN870783495315,28-06-2024,13:15:58,Friday,Fake Collect Request,Refund Processing,9600,PhonePe,P2P,pay9081@okicici,mb2425@okicici,Bank of Baroda,Karnataka,26-35,Female,Student,iOS,Yes,No,< 1 hour,No,Not Recovered,1
TXN746936328685,07-11-2024,08:24:14,Thursday,Vishing,Electricity Bill Disconnection,1650,Google Pay,P2M,txn1383@paytm,user9284@apl,Canara Bank,West Bengal,18-25,Female,Salaried Employee,Android,Yes,Yes,6-24 hours,Yes,Not Recovered,1
TXN361193488618,19-06-2024,11:00:26,Wednesday,SIM Swap,Impersonation of Known Person,495050,Google Pay,P2M,mb1533@ybl,txn9883@okaxis,Axis Bank,Rajasthan,56-65,Male,Salaried Employee,iOS,Yes,No,< 1 hour,Yes,Not Recovered,1
TXN889398730971,19-11-2024,10:57:10,Tuesday,Vishing,Refund Processing,900,PhonePe,P2P,user4703@axl,mb9262@apl,Punjab National Bank,Telangana,66+,Male,Retired,Android,No,Yes,< 1 hour,No,Not Recovered,1
TXN395445045652,25-10-2024,11:50:13,Friday,Fake Collect Request,Customer Care Impersonation,14000,PhonePe,P2P,txn2482@okicici,mb1942@paytm,SBI,Telangana,18-25,Female,Self-employed/Business,Android,Yes,No,1-3 days,No,Not Recovered,1
TXN325770785088,07-03-2024,18:25:20,Thursday,Social Engineering,Customer Care Impersonation,6100,PhonePe,P2P,acct6601@okhdfcbank,mb3169@okicici,HDFC Bank,Kerala,18-25,Male,Salaried Employee,Android,No,Yes,1-3 days,No,Not Recovered,1
TXN990984818900,10-05-2024,13:44:14,Friday,Phishing,Electricity Bill Disconnection,4950,PhonePe,P2P,pay1433@okaxis,mb3594@apl,Axis Bank,Uttar Pradesh,56-65,Female,Salaried Employee,Feature Phone,No,Yes,< 1 hour,No,Fully Recovered,1
TXN752479944282,01-01-2024,11:08:17,Monday,Phishing,Refund Processing,700,PhonePe,P2P,acct3288@ybl,acct3078@ibl,Bank of Baroda,Karnataka,46-55,Female,Student,Android,Yes,Yes,< 1 hour,No,Not Recovered,1
TXN317216171899,10-03-2025,18:55:08,Monday,Phishing,Job Offer/Part-time Work,1600,Google Pay,P2M,pay4841@okicici,mb8045@ibl,SBI,Maharashtra,46-55,Female,Daily Wage Worker,Android,Yes,Yes,< 1 hour,Yes,Partially Recovered,1
TXN627395074731,07-07-2023,12:39:03,Friday,Phishing,Job Offer/Part-time Work,4200,Paytm,P2P,pay7627@okicici,user9321@ybl,Kotak Mahindra Bank,Andhra Pradesh,66+,Male,Student,iOS,Yes,Yes,1-3 days,No,Not Recovered,1
TXN545111639584,12-05-2024,14:42:37,Sunday,SIM Swap,Customer Care Impersonation,2900,PhonePe,P2M,pay5913@paytm,pay7736@oksbi,Axis Bank,Punjab,36-45,Male,Retired,Android,No,No,< 1 hour,Yes,Not Recovered,1
TXN159438668592,24-11-2024,18:56:11,Sunday,OTP Sharing,Electricity Bill Disconnection,850,PhonePe,P2M,mb6919@axl,pay4032@okhdfcbank,Kotak Mahindra Bank,Madhya Pradesh,26-35,Male,Student,Android,Yes,Yes,1-6 hours,Yes,Partially Recovered,1
TXN256890330373,01-08-2024,20:41:02,Thursday,Phishing,Job Offer/Part-time Work,2300,PhonePe,P2M,acct8960@okaxis,txn7553@ybl,SBI,Karnataka,46-55,Female,Retired,Android,No,Yes,< 1 hour,Yes,Fully Recovered,1
TXN261744322811,14-05-2024,08:43:47,Tuesday,QR Code Swap,Impersonation of Known Person,17750,PhonePe,P2M,pay2823@oksbi,pay7723@okhdfcbank,SBI,Kerala,56-65,Male,Salaried Employee,Android,No,No,1-6 hours,Yes,Not Recovered,1
TXN137589776542,13-04-2023,16:50:39,Thursday,Vishing,Delivery Agent Scam,17150,PhonePe,P2P,acct4414@ybl,mb5789@okicici,SBI,Maharashtra,56-65,Female,Self-employed/Business,iOS,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN586272729829,29-12-2024,22:52:17,Sunday,Fake UPI App,Delivery Agent Scam,17750,PhonePe,Collect Request,txn5368@ybl,user9129@okicici,ICICI Bank,Uttar Pradesh,26-35,Male,Salaried Employee,Android,Yes,No,1-6 hours,No,Not Recovered,1
TXN667785485297,11-11-2023,10:27:49,Saturday,Vishing,Refund Processing,1300,PhonePe,P2P,acct5361@okhdfcbank,user1052@ibl,Axis Bank,Tamil Nadu,26-35,Female,Self-employed/Business,iOS,Yes,Yes,1-3 days,No,Not Recovered,1
TXN553699261187,19-11-2023,14:21:40,Sunday,Social Engineering,KYC Update Required,7200,PhonePe,P2M,user5810@oksbi,acct9277@apl,Canara Bank,Telangana,26-35,Male,Salaried Employee,Android,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN823133949882,25-12-2023,10:29:03,Monday,Vishing,Investment Scheme,4200,PhonePe,P2P,txn2427@apl,txn9479@okaxis,Yes Bank,Madhya Pradesh,46-55,Female,Retired,Android,No,No,1-3 days,No,Not Recovered,1
TXN586396364669,01-06-2023,09:30:59,Thursday,OTP Sharing,Delivery Agent Scam,5900,Google Pay,P2M,txn7960@apl,pay4461@okaxis,ICICI Bank,Karnataka,36-45,Male,Salaried Employee,Android,No,Yes,1-6 hours,Yes,Fully Recovered,1
TXN656829808517,10-05-2024,14:28:42,Friday,Phishing,Prize/Lottery Win,17700,Paytm,P2P,acct6391@oksbi,mb6398@okaxis,ICICI Bank,Gujarat,56-65,Male,Daily Wage Worker,iOS,No,Yes,6-24 hours,No,Partially Recovered,1
TXN250916777098,01-05-2024,13:13:36,Wednesday,QR Code Swap,Customer Care Impersonation,2700,Google Pay,P2M,user8461@okaxis,txn7923@okhdfcbank,Kotak Mahindra Bank,Gujarat,46-55,Female,Farmer,Android,Yes,No,1-6 hours,No,Not Recovered,1
TXN188543798882,10-10-2024,20:43:46,Thursday,QR Code Swap,Digital Arrest Threat,2850,Google Pay,P2M,mb9790@okicici,acct2966@apl,IndusInd Bank,Telangana,18-25,Male,Salaried Employee,Android,Yes,No,1-3 days,No,Not Recovered,1
TXN834240467540,05-09-2023,12:20:56,Tuesday,SIM Swap,Delivery Agent Scam,13800,PhonePe,P2P,pay2427@oksbi,txn5955@okaxis,Punjab National Bank,Rajasthan,26-35,Female,Student,Android,Yes,No,1-6 hours,No,Not Recovered,1
TXN408274600994,25-07-2023,10:49:36,Tuesday,Fake Collect Request,Prize/Lottery Win,2100,PhonePe,P2M,pay1889@okicici,user8633@apl,HDFC Bank,Odisha,36-45,Male,Student,Feature Phone,Yes,No,3-7 days,No,Not Recovered,1
TXN257445640344,24-07-2023,12:32:55,Monday,Social Engineering,Job Offer/Part-time Work,3550,PhonePe,Collect Request,mb2526@ibl,user4272@paytm,Yes Bank,Kerala,26-35,Male,Daily Wage Worker,iOS,No,No,< 1 hour,Yes,Not Recovered,1
TXN703076196876,18-05-2023,08:03:59,Thursday,Fake Collect Request,KYC Update Required,1800,PhonePe,P2M,pay5849@ybl,mb6345@okaxis,Punjab National Bank,Maharashtra,26-35,Male,Retired,iOS,No,No,6-24 hours,No,Not Recovered,1
TXN618831229356,05-02-2025,20:29:09,Wednesday,QR Code Swap,Customer Care Impersonation,7800,Google Pay,P2P,acct7421@okicici,user1542@apl,SBI,Kerala,26-35,Female,Homemaker,Feature Phone,Yes,No,6-24 hours,Yes,Fully Recovered,1
TXN185924556011,15-08-2023,20:15:39,Tuesday,Phishing,Prize/Lottery Win,850,Paytm,P2P,pay1179@ybl,pay5886@okicici,Canara Bank,Odisha,26-35,Female,Student,Android,No,Yes,6-24 hours,No,Not Recovered,1
TXN932872717114,02-02-2025,20:13:26,Sunday,Fake Collect Request,Job Offer/Part-time Work,6300,PhonePe,Collect Request,txn4969@axl,txn3178@ybl,ICICI Bank,Kerala,26-35,Male,Homemaker,iOS,Yes,No,1-6 hours,No,Not Recovered,1
TXN889734011872,14-05-2023,11:14:44,Sunday,SIM Swap,KYC Update Required,2300,Google Pay,P2P,mb8401@paytm,pay9483@ibl,HDFC Bank,Gujarat,46-55,Female,Homemaker,Android,Yes,No,1-3 days,No,Fully Recovered,1
TXN292865847739,09-01-2024,22:25:26,Tuesday,Phishing,Digital Arrest Threat,750,PhonePe,P2M,pay1827@ybl,pay9592@axl,ICICI Bank,Maharashtra,18-25,Male,Salaried Employee,Android,No,No,6-24 hours,Yes,Not Recovered,1
TXN764591372180,06-10-2023,09:26:36,Friday,Fake Collect Request,Prize/Lottery Win,1350,Google Pay,P2P,mb5062@oksbi,txn8822@axl,HDFC Bank,Uttar Pradesh,66+,Female,Student,Android,Yes,No,1-3 days,No,Not Recovered,1
TXN192769105651,21-10-2024,14:45:31,Monday,QR Code Swap,Investment Scheme,1400,PhonePe,P2M,pay3065@axl,user1480@okaxis,HDFC Bank,Karnataka,18-25,Male,Salaried Employee,Android,No,No,1-6 hours,No,Not Recovered,1
TXN667812394316,08-06-2023,11:03:41,Thursday,Remote Access Scam,Loan Offer,16550,PhonePe,P2M,mb9121@ibl,pay9905@paytm,Punjab National Bank,Telangana,36-45,Female,Retired,iOS,Yes,No,1-3 days,Yes,Not Recovered,1
TXN569983780621,14-08-2023,05:39:34,Monday,QR Code Swap,Investment Scheme,4750,Paytm,P2P,mb2676@ybl,mb7564@okicici,HDFC Bank,Uttar Pradesh,18-25,Female,Student,Feature Phone,Yes,No,< 1 hour,Yes,Not Recovered,1
TXN269566562557,03-11-2024,22:52:49,Sunday,Fake Collect Request,Customer Care Impersonation,52250,PhonePe,P2P,txn1110@ybl,pay6035@paytm,HDFC Bank,Andhra Pradesh,56-65,Male,Salaried Employee,Android,Yes,No,6-24 hours,No,Not Recovered,1
TXN259107014114,20-12-2023,08:10:20,Wednesday,Vishing,Job Offer/Part-time Work,900,PhonePe,P2P,txn2162@oksbi,mb8934@oksbi,SBI,Delhi,36-45,Female,Self-employed/Business,Android,No,No,3-7 days,Yes,Not Recovered,1
TXN108095390541,02-11-2023,13:12:19,Thursday,SIM Swap,Refund Processing,23950,Google Pay,P2P,acct7775@ibl,user2168@paytm,ICICI Bank,Odisha,26-35,Male,Farmer,Android,No,No,1-6 hours,Yes,Not Recovered,1
TXN477963373906,04-01-2025,05:58:44,Saturday,Fake Collect Request,Refund Processing,15850,PhonePe,P2M,txn9922@okhdfcbank,user6258@paytm,HDFC Bank,Karnataka,46-55,Female,Farmer,Android,Yes,No,< 1 hour,No,Partially Recovered,1
TXN373852008942,23-12-2023,10:51:39,Saturday,Vishing,KYC Update Required,4450,PhonePe,P2M,mb9944@okicici,pay2334@apl,SBI,Andhra Pradesh,56-65,Male,Retired,Android,Yes,Yes,< 1 hour,No,Not Recovered,1
TXN200235715434,25-04-2023,17:37:24,Tuesday,Vishing,Impersonation of Known Person,2000,Google Pay,P2P,acct5628@axl,mb4385@oksbi,Punjab National Bank,Karnataka,36-45,Female,Salaried Employee,Android,Yes,Yes,6-24 hours,Yes,Not Recovered,1
TXN888897440625,29-11-2023,11:26:08,Wednesday,Phishing,KYC Update Required,89650,Google Pay,P2M,user2518@apl,txn4643@okhdfcbank,Kotak Mahindra Bank,Odisha,26-35,Female,Salaried Employee,Android,No,Yes,6-24 hours,Yes,Not Recovered,1
TXN259596398635,04-07-2023,09:54:58,Tuesday,Phishing,Delivery Agent Scam,2400,Google Pay,P2P,user6137@oksbi,mb8706@okaxis,HDFC Bank,Karnataka,36-45,Male,Salaried Employee,Android,No,Yes,6-24 hours,No,Not Recovered,1
TXN732407652856,31-07-2024,13:17:23,Wednesday,OTP Sharing,KYC Update Required,5000,Google Pay,P2M,txn7901@paytm,acct7687@okicici,Punjab National Bank,Gujarat,46-55,Female,Self-employed/Business,Android,No,Yes,< 1 hour,Yes,Not Recovered,1
TXN159324669071,22-05-2024,09:20:44,Wednesday,SIM Swap,Refund Processing,2001,PhonePe,P2M,acct4874@okaxis,acct7484@oksbi,SBI,Uttar Pradesh,66+,Male,Student,Android,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN765820027162,18-06-2024,19:23:02,Tuesday,Phishing,KYC Update Required,5700,Google Pay,P2M,txn6553@okicici,pay8537@ibl,SBI,Andhra Pradesh,26-35,Female,Salaried Employee,Android,Yes,Yes,1-6 hours,Yes,Partially Recovered,1
TXN751246597590,03-11-2024,13:38:23,Sunday,Vishing,KYC Update Required,1850,Google Pay,P2M,pay1718@ibl,txn5612@ybl,Yes Bank,West Bengal,66+,Male,Daily Wage Worker,Android,Yes,Yes,3-7 days,No,Fully Recovered,1
TXN233785688919,03-03-2024,10:05:07,Sunday,Fake Collect Request,Investment Scheme,6000,PhonePe,P2P,acct9110@okaxis,txn7674@axl,Yes Bank,Gujarat,36-45,Male,Self-employed/Business,iOS,No,No,1-6 hours,No,Partially Recovered,1
TXN848179213188,13-04-2023,10:51:26,Thursday,Phishing,Prize/Lottery Win,2550,PhonePe,Collect Request,user2111@paytm,pay2477@axl,ICICI Bank,Maharashtra,26-35,Male,Salaried Employee,Feature Phone,Yes,Yes,1-6 hours,Yes,Partially Recovered,1
TXN741958188595,21-08-2024,19:20:27,Wednesday,Phishing,Refund Processing,9700,PhonePe,P2P,user6231@paytm,user2309@apl,ICICI Bank,Karnataka,18-25,Male,Homemaker,Android,Yes,No,3-7 days,Yes,Partially Recovered,1
TXN614050310992,12-01-2025,15:25:27,Sunday,Remote Access Scam,Prize/Lottery Win,97100,Paytm,P2M,user4043@oksbi,acct8766@okhdfcbank,HDFC Bank,Uttar Pradesh,26-35,Male,Salaried Employee,Android,Yes,No,6-24 hours,No,Not Recovered,1
TXN384709498631,07-10-2024,10:54:00,Monday,SIM Swap,Delivery Agent Scam,900,PhonePe,P2P,user4048@apl,pay6278@oksbi,Bank of Baroda,Telangana,36-45,Male,Self-employed/Business,Android,No,No,1-3 days,No,Not Recovered,1
TXN375281293411,15-09-2023,19:59:51,Friday,Social Engineering,Electricity Bill Disconnection,4550,PhonePe,Collect Request,user2069@axl,mb4094@oksbi,Bank of Baroda,Punjab,36-45,Male,Student,Android,No,Yes,1-6 hours,Yes,Not Recovered,1
TXN578131253289,27-09-2023,14:18:08,Wednesday,Phishing,Customer Care Impersonation,4700,Google Pay,P2M,mb2137@oksbi,mb4623@okhdfcbank,Canara Bank,Karnataka,36-45,Male,Self-employed/Business,iOS,Yes,No,1-6 hours,No,Not Recovered,1
TXN138483295590,01-05-2023,00:53:25,Monday,SIM Swap,Prize/Lottery Win,211900,Amazon Pay,P2M,acct7583@ybl,acct1463@paytm,SBI,Andhra Pradesh,26-35,Female,Self-employed/Business,Android,Yes,No,1-6 hours,No,Not Recovered,1
TXN580471730011,04-04-2023,09:23:03,Tuesday,Vishing,KYC Update Required,15500,PhonePe,P2M,acct7010@apl,pay8012@paytm,Canara Bank,Tamil Nadu,18-25,Male,Retired,Android,Yes,Yes,1-6 hours,No,Not Recovered,1
TXN393981134021,04-06-2024,08:36:59,Tuesday,Phishing,Digital Arrest Threat,30250,PhonePe,P2M,txn8957@oksbi,user9564@oksbi,Punjab National Bank,Karnataka,18-25,Female,Daily Wage Worker,iOS,No,Yes,1-3 days,No,Partially Recovered,1
TXN829287318145,22-11-2024,17:36:43,Friday,QR Code Swap,Loan Offer,9450,PhonePe,P2M,pay3341@axl,acct5859@oksbi,ICICI Bank,Gujarat,46-55,Female,Student,Android,Yes,No,1-6 hours,No,Not Recovered,1
TXN852402904314,09-08-2023,08:14:37,Wednesday,Vishing,Electricity Bill Disconnection,2550,Paytm,P2M,acct8158@okicici,pay4163@apl,Punjab National Bank,Karnataka,46-55,Female,Self-employed/Business,Feature Phone,Yes,Yes,1-6 hours,Yes,Fully Recovered,1
TXN699823383615,21-03-2025,21:31:19,Friday,Phishing,Investment Scheme,45850,Google Pay,P2M,txn2104@axl,mb1810@axl,Kotak Mahindra Bank,Telangana,26-35,Male,Daily Wage Worker,Android,No,Yes,< 1 hour,No,Not Recovered,1
TXN695618637545,15-03-2025,07:46:12,Saturday,OTP Sharing,Investment Scheme,4650,Google Pay,P2M,pay1060@paytm,pay4298@axl,HDFC Bank,Uttar Pradesh,26-35,Female,Homemaker,Android,Yes,No,6-24 hours,No,Not Recovered,1
TXN936451786680,01-08-2023,06:34:03,Tuesday,Fake Collect Request,Loan Offer,650,PhonePe,Collect Request,txn9086@ibl,user3820@ybl,Bank of Baroda,Uttar Pradesh,18-25,Male,Salaried Employee,Android,Yes,No,6-24 hours,No,Fully Recovered,1
